id,Percentile_Rank,Rapid_Digit_Naming,Scaled_Score,Min_Months,Max_Months,is_max,is_min
,84,16,13,78,83,FALSE,FALSE
,91,15,14,78,83,FALSE,FALSE
,91,14,14,78,83,FALSE,FALSE
,95,13,15,78,83,FALSE,FALSE
,95,12,15,78,83,FALSE,FALSE
,95,11,15,78,83,FALSE,FALSE
,98,10,16,78,83,FALSE,FALSE
,99,9,17,78,83,FALSE,FALSE
,100,8,18,78,83,FALSE,FALSE
,100,7,19,78,83,FALSE,FALSE
,100,6,20,78,83,FALSE,TRUE
,0,75,1,84,89,TRUE,FALSE
,0,74,2,84,89,FALSE,FALSE
,0,73,2,84,89,FALSE,FALSE
,0,72,2,84,89,FALSE,FALSE
,0,71,2,84,89,FALSE,FALSE
,0,70,2,84,89,FALSE,FALSE
,0,69,2,84,89,FALSE,FALSE
,1,68,3,84,89,FALSE,FALSE
,1,67,3,84,89,FALSE,FALSE
,1,66,3,84,89,FALSE,FALSE
,1,65,3,84,89,FALSE,FALSE
,2,64,4,84,89,FALSE,FALSE
,2,63,4,84,89,FALSE,FALSE
,2,62,4,84,89,FALSE,FALSE
,2,61,4,84,89,FALSE,FALSE
,2,60,4,84,89,FALSE,FALSE
,2,59,4,84,89,FALSE,FALSE
,2,58,4,84,89,FALSE,FALSE
,5,57,5,84,89,FALSE,FALSE
,5,56,5,84,89,FALSE,FALSE
,5,55,5,84,89,FALSE,FALSE
,5,54,5,84,89,FALSE,FALSE
,5,53,5,84,89,FALSE,FALSE
,5,52,5,84,89,FALSE,FALSE
,5,51,5,84,89,FALSE,FALSE
,9,50,6,84,89,FALSE,FALSE
,9,49,6,84,89,FALSE,FALSE
,9,48,6,84,89,FALSE,FALSE
,9,47,6,84,89,FALSE,FALSE
,9,46,6,84,89,FALSE,FALSE
,9,45,6,84,89,FALSE,FALSE
,9,44,6,84,89,FALSE,FALSE
,9,43,6,84,89,FALSE,FALSE
,16,42,7,84,89,FALSE,FALSE
,16,41,7,84,89,FALSE,FALSE
,16,40,7,84,89,FALSE,FALSE
,16,39,7,84,89,FALSE,FALSE
,16,38,7,84,89,FALSE,FALSE
,16,37,7,84,89,FALSE,FALSE
,16,36,7,84,89,FALSE,FALSE
,16,35,7,84,89,FALSE,FALSE
,25,34,8,84,89,FALSE,FALSE
,25,33,8,84,89,FALSE,FALSE
,25,32,8,84,89,FALSE,FALSE
,25,31,8,84,89,FALSE,FALSE
,25,30,8,84,89,FALSE,FALSE
,37,29,9,84,89,FALSE,FALSE
,37,28,9,84,89,FALSE,FALSE
,37,27,9,84,89,FALSE,FALSE
,37,26,9,84,89,FALSE,FALSE
,37,25,9,84,89,FALSE,FALSE
,37,24,9,84,89,FALSE,FALSE
,50,23,10,84,89,FALSE,FALSE
,50,22,10,84,89,FALSE,FALSE
,63,21,11,84,89,FALSE,FALSE
,63,20,11,84,89,FALSE,FALSE
,63,19,11,84,89,FALSE,FALSE
,75,18,12,84,89,FALSE,FALSE
,75,17,12,84,89,FALSE,FALSE
,84,16,13,84,89,FALSE,FALSE
,91,15,14,84,89,FALSE,FALSE
,91,14,14,84,89,FALSE,FALSE
,95,13,15,84,89,FALSE,FALSE
,95,12,15,84,89,FALSE,FALSE
,95,11,15,84,89,FALSE,FALSE
,98,10,16,84,89,FALSE,FALSE
,98,9,16,84,89,FALSE,FALSE
,99,8,17,84,89,FALSE,FALSE
,100,7,18,84,89,FALSE,FALSE
,100,6,19,84,89,FALSE,FALSE
,100,5,20,84,89,FALSE,TRUE
,0,69,1,90,95,TRUE,FALSE
,0,68,2,90,95,FALSE,FALSE
,0,67,2,90,95,FALSE,FALSE
,0,66,2,90,95,FALSE,FALSE
,0,65,2,90,95,FALSE,FALSE
,1,64,3,90,95,FALSE,FALSE
,1,63,3,90,95,FALSE,FALSE
,1,62,3,90,95,FALSE,FALSE
,1,61,3,90,95,FALSE,FALSE
,1,60,3,90,95,FALSE,FALSE
,1,59,3,90,95,FALSE,FALSE
,1,58,3,90,95,FALSE,FALSE
,2,57,4,90,95,FALSE,FALSE
,2,56,4,90,95,FALSE,FALSE
,2,55,4,90,95,FALSE,FALSE
,2,54,4,90,95,FALSE,FALSE
,2,53,4,90,95,FALSE,FALSE
,2,52,4,90,95,FALSE,FALSE
,2,51,4,90,95,FALSE,FALSE
,5,50,5,90,95,FALSE,FALSE
,5,49,5,90,95,FALSE,FALSE
,5,48,5,90,95,FALSE,FALSE
,5,47,5,90,95,FALSE,FALSE
,5,46,5,90,95,FALSE,FALSE
,5,45,5,90,95,FALSE,FALSE
,5,44,5,90,95,FALSE,FALSE
,5,43,5,90,95,FALSE,FALSE
,9,42,6,90,95,FALSE,FALSE
,9,41,6,90,95,FALSE,FALSE
,9,40,6,90,95,FALSE,FALSE
,9,39,6,90,95,FALSE,FALSE
,9,38,6,90,95,FALSE,FALSE
,9,37,6,90,95,FALSE,FALSE
,9,36,6,90,95,FALSE,FALSE
,9,35,6,90,95,FALSE,FALSE
,16,34,7,90,95,FALSE,FALSE
,16,33,7,90,95,FALSE,FALSE
,16,32,7,90,95,FALSE,FALSE
,16,31,7,90,95,FALSE,FALSE
,16,30,7,90,95,FALSE,FALSE
,25,29,8,90,95,FALSE,FALSE
,25,28,8,90,95,FALSE,FALSE
,25,27,8,90,95,FALSE,FALSE
,25,26,8,90,95,FALSE,FALSE
,25,25,8,90,95,FALSE,FALSE
,25,24,8,90,95,FALSE,FALSE
,37,23,9,90,95,FALSE,FALSE
,37,22,9,90,95,FALSE,FALSE
,50,21,10,90,95,FALSE,FALSE
,50,20,10,90,95,FALSE,FALSE
,50,19,10,90,95,FALSE,FALSE
,63,18,11,90,95,FALSE,FALSE
,63,17,11,90,95,FALSE,FALSE
,75,16,12,90,95,FALSE,FALSE
,84,15,13,90,95,FALSE,FALSE
,91,14,14,90,95,FALSE,FALSE
,91,13,14,90,95,FALSE,FALSE
,95,12,15,90,95,FALSE,FALSE
,95,11,15,90,95,FALSE,FALSE
,98,10,16,90,95,FALSE,FALSE
,98,9,16,90,95,FALSE,FALSE
,99,8,17,90,95,FALSE,FALSE
,100,7,18,90,95,FALSE,FALSE
,100,6,19,90,95,FALSE,FALSE
,100,5,20,90,95,FALSE,TRUE
,0,65,1,96,107,TRUE,FALSE
,0,64,2,96,107,FALSE,FALSE
,0,63,2,96,107,FALSE,FALSE
,0,62,2,96,107,FALSE,FALSE
,0,61,2,96,107,FALSE,FALSE
,0,60,2,96,107,FALSE,FALSE
,0,59,2,96,107,FALSE,FALSE
,0,58,2,96,107,FALSE,FALSE
,1,57,3,96,107,FALSE,FALSE
,1,56,3,96,107,FALSE,FALSE
,1,55,3,96,107,FALSE,FALSE
,1,54,3,96,107,FALSE,FALSE
,1,53,3,96,107,FALSE,FALSE
,1,52,3,96,107,FALSE,FALSE
,1,51,3,96,107,FALSE,FALSE
,2,50,4,96,107,FALSE,FALSE
,2,49,4,96,107,FALSE,FALSE
,2,48,4,96,107,FALSE,FALSE
,2,47,4,96,107,FALSE,FALSE
,2,46,4,96,107,FALSE,FALSE
,2,45,4,96,107,FALSE,FALSE
,2,44,4,96,107,FALSE,FALSE
,2,43,4,96,107,FALSE,FALSE
,5,42,5,96,107,FALSE,FALSE
,5,41,5,96,107,FALSE,FALSE
,5,40,5,96,107,FALSE,FALSE
,5,39,5,96,107,FALSE,FALSE
,5,38,5,96,107,FALSE,FALSE
,5,37,5,96,107,FALSE,FALSE
,5,36,5,96,107,FALSE,FALSE
,5,35,5,96,107,FALSE,FALSE
,9,34,6,96,107,FALSE,FALSE
,9,33,6,96,107,FALSE,FALSE
,9,32,6,96,107,FALSE,FALSE
,9,31,6,96,107,FALSE,FALSE
,9,30,6,96,107,FALSE,FALSE
,16,29,7,96,107,FALSE,FALSE
,16,28,7,96,107,FALSE,FALSE
,16,27,7,96,107,FALSE,FALSE
,16,26,7,96,107,FALSE,FALSE
,16,25,7,96,107,FALSE,FALSE
,16,24,7,96,107,FALSE,FALSE
,25,23,8,96,107,FALSE,FALSE
,25,22,8,96,107,FALSE,FALSE
,37,21,9,96,107,FALSE,FALSE
,37,20,9,96,107,FALSE,FALSE
,37,19,9,96,107,FALSE,FALSE
,50,18,10,96,107,FALSE,FALSE
,50,17,10,96,107,FALSE,FALSE
,63,16,11,96,107,FALSE,FALSE
,75,15,12,96,107,FALSE,FALSE
,84,14,13,96,107,FALSE,FALSE
,91,13,14,96,107,FALSE,FALSE
,91,12,14,96,107,FALSE,FALSE
,95,11,15,96,107,FALSE,FALSE
,95,10,15,96,107,FALSE,FALSE
,98,9,16,96,107,FALSE,FALSE
,99,8,17,96,107,FALSE,FALSE
,100,7,18,96,107,FALSE,FALSE
,100,6,19,96,107,FALSE,FALSE
,100,5,20,96,107,FALSE,TRUE
,0,58,1,108,119,TRUE,FALSE
,0,57,2,108,119,FALSE,FALSE
,0,56,2,108,119,FALSE,FALSE
,0,55,2,108,119,FALSE,FALSE
,0,54,2,108,119,FALSE,FALSE
,0,53,2,108,119,FALSE,FALSE
,0,52,2,108,119,FALSE,FALSE
,0,51,2,108,119,FALSE,FALSE
,1,50,3,108,119,FALSE,FALSE
,1,49,3,108,119,FALSE,FALSE
,1,48,3,108,119,FALSE,FALSE
,1,47,3,108,119,FALSE,FALSE
,1,46,3,108,119,FALSE,FALSE
,1,45,3,108,119,FALSE,FALSE
,1,44,3,108,119,FALSE,FALSE
,1,43,3,108,119,FALSE,FALSE
,2,42,4,108,119,FALSE,FALSE
,2,41,4,108,119,FALSE,FALSE
,2,40,4,108,119,FALSE,FALSE
,2,39,4,108,119,FALSE,FALSE
,2,38,4,108,119,FALSE,FALSE
,2,37,4,108,119,FALSE,FALSE
,2,36,4,108,119,FALSE,FALSE
,2,35,4,108,119,FALSE,FALSE
,5,34,5,108,119,FALSE,FALSE
,5,33,5,108,119,FALSE,FALSE
,5,32,5,108,119,FALSE,FALSE
,5,31,5,108,119,FALSE,FALSE
,5,30,5,108,119,FALSE,FALSE
,9,29,6,108,119,FALSE,FALSE
,9,28,6,108,119,FALSE,FALSE
,9,27,6,108,119,FALSE,FALSE
,9,26,6,108,119,FALSE,FALSE
,9,25,6,108,119,FALSE,FALSE
,9,24,6,108,119,FALSE,FALSE
,16,23,7,108,119,FALSE,FALSE
,16,22,7,108,119,FALSE,FALSE
,25,21,8,108,119,FALSE,FALSE
,25,20,8,108,119,FALSE,FALSE
,25,19,8,108,119,FALSE,FALSE
,37,18,9,108,119,FALSE,FALSE
,37,17,9,108,119,FALSE,FALSE
,50,16,10,108,119,FALSE,FALSE
,63,15,11,108,119,FALSE,FALSE
,75,14,12,108,119,FALSE,FALSE
,84,13,13,108,119,FALSE,FALSE
,91,12,14,108,119,FALSE,FALSE
,91,11,14,108,119,FALSE,FALSE
,95,10,15,108,119,FALSE,FALSE
,98,9,16,108,119,FALSE,FALSE
,99,8,17,108,119,FALSE,FALSE
,100,7,18,108,119,FALSE,FALSE
,100,6,19,108,119,FALSE,FALSE
,100,5,20,108,119,FALSE,TRUE
,0,51,1,120,131,TRUE,FALSE
,0,50,2,120,131,FALSE,FALSE
,0,49,2,120,131,FALSE,FALSE
,0,48,2,120,131,FALSE,FALSE
,0,47,2,120,131,FALSE,FALSE
,0,46,2,120,131,FALSE,FALSE
,0,45,2,120,131,FALSE,FALSE
,0,44,2,120,131,FALSE,FALSE
,0,43,2,120,131,FALSE,FALSE
,1,42,3,120,131,FALSE,FALSE
,1,41,3,120,131,FALSE,FALSE
,1,40,3,120,131,FALSE,FALSE
,1,39,3,120,131,FALSE,FALSE
,1,38,3,120,131,FALSE,FALSE
,1,37,3,120,131,FALSE,FALSE
,1,36,3,120,131,FALSE,FALSE
,1,35,3,120,131,FALSE,FALSE
,2,34,4,120,131,FALSE,FALSE
,2,33,4,120,131,FALSE,FALSE
,2,32,4,120,131,FALSE,FALSE
,2,31,4,120,131,FALSE,FALSE
,2,30,4,120,131,FALSE,FALSE
,5,29,5,120,131,FALSE,FALSE
,5,28,5,120,131,FALSE,FALSE
,5,27,5,120,131,FALSE,FALSE
,5,26,5,120,131,FALSE,FALSE
,5,25,5,120,131,FALSE,FALSE
,5,24,5,120,131,FALSE,FALSE
,9,23,6,120,131,FALSE,FALSE
,9,22,6,120,131,FALSE,FALSE
,16,21,7,120,131,FALSE,FALSE
,16,20,7,120,131,FALSE,FALSE
,25,19,8,120,131,FALSE,FALSE
,25,18,8,120,131,FALSE,FALSE
,25,17,8,120,131,FALSE,FALSE
,37,16,9,120,131,FALSE,FALSE
,50,15,10,120,131,FALSE,FALSE
,63,14,11,120,131,FALSE,FALSE
,75,13,12,120,131,FALSE,FALSE
,84,12,13,120,131,FALSE,FALSE
,91,11,14,120,131,FALSE,FALSE
,91,10,14,120,131,FALSE,FALSE
,95,9,15,120,131,FALSE,FALSE
,98,8,16,120,131,FALSE,FALSE
,99,7,17,120,131,FALSE,FALSE
,100,6,18,120,131,FALSE,FALSE
,100,5,19,120,131,FALSE,TRUE
,0,43,1,132,143,TRUE,FALSE
,0,42,2,132,143,FALSE,FALSE
,0,41,2,132,143,FALSE,FALSE
,0,40,2,132,143,FALSE,FALSE
,0,39,2,132,143,FALSE,FALSE
,0,38,2,132,143,FALSE,FALSE
,0,37,2,132,143,FALSE,FALSE
,0,36,2,132,143,FALSE,FALSE
,0,35,2,132,143,FALSE,FALSE
,1,34,3,132,143,FALSE,FALSE
,1,33,3,132,143,FALSE,FALSE
,1,32,3,132,143,FALSE,FALSE
,1,31,3,132,143,FALSE,FALSE
,1,30,3,132,143,FALSE,FALSE
,2,29,4,132,143,FALSE,FALSE
,2,28,4,132,143,FALSE,FALSE
,2,27,4,132,143,FALSE,FALSE
,2,26,4,132,143,FALSE,FALSE
,2,25,4,132,143,FALSE,FALSE
,2,24,4,132,143,FALSE,FALSE
,5,23,5,132,143,FALSE,FALSE
,5,22,5,132,143,FALSE,FALSE
,9,21,6,132,143,FALSE,FALSE
,9,20,6,132,143,FALSE,FALSE
,9,19,6,132,143,FALSE,FALSE
,16,18,7,132,143,FALSE,FALSE
,16,17,7,132,143,FALSE,FALSE
,25,16,8,132,143,FALSE,FALSE
,37,15,9,132,143,FALSE,FALSE
,50,14,10,132,143,FALSE,FALSE
,63,13,11,132,143,FALSE,FALSE
,75,12,12,132,143,FALSE,FALSE
,84,11,13,132,143,FALSE,FALSE
,91,10,14,132,143,FALSE,FALSE
,95,9,15,132,143,FALSE,FALSE
,98,8,16,132,143,FALSE,FALSE
,99,7,17,132,143,FALSE,FALSE
,100,6,18,132,143,FALSE,FALSE
,100,5,19,132,143,FALSE,TRUE
,0,30,1,156,167,TRUE,FALSE
,0,29,2,156,167,FALSE,FALSE
,0,28,2,156,167,FALSE,FALSE
,0,27,2,156,167,FALSE,FALSE
,0,26,2,156,167,FALSE,FALSE
,0,25,2,156,167,FALSE,FALSE
,0,24,2,156,167,FALSE,FALSE
,1,23,3,156,167,FALSE,FALSE
,1,22,3,156,167,FALSE,FALSE
,2,21,4,156,167,FALSE,FALSE
,2,20,4,156,167,FALSE,FALSE
,2,19,4,156,167,FALSE,FALSE
,5,18,5,156,167,FALSE,FALSE
,9,17,6,156,167,FALSE,FALSE
,16,16,7,156,167,FALSE,FALSE
,25,15,8,156,167,FALSE,FALSE
,37,14,9,156,167,FALSE,FALSE
,50,13,10,156,167,FALSE,FALSE
,63,12,11,156,167,FALSE,FALSE
,75,11,12,156,167,FALSE,FALSE
,84,10,13,156,167,FALSE,FALSE
,91,9,14,156,167,FALSE,FALSE
,95,8,15,156,167,FALSE,FALSE
,98,7,16,156,167,FALSE,FALSE
,99,6,17,156,167,FALSE,FALSE
,100,5,18,156,167,FALSE,TRUE
,0,24,1,168,179,TRUE,FALSE
,0,23,2,168,179,FALSE,FALSE
,0,22,2,168,179,FALSE,FALSE
,1,21,3,168,179,FALSE,FALSE
,1,20,3,168,179,FALSE,FALSE
,1,19,3,168,179,FALSE,FALSE
,2,18,4,168,179,FALSE,FALSE
,5,17,5,168,179,FALSE,FALSE
,9,16,6,168,179,FALSE,FALSE
,16,15,7,168,179,FALSE,FALSE
,25,14,8,168,179,FALSE,FALSE
,37,13,9,168,179,FALSE,FALSE
,50,12,10,168,179,FALSE,FALSE
,63,11,11,168,179,FALSE,FALSE
,75,10,12,168,179,FALSE,FALSE
,84,9,13,168,179,FALSE,FALSE
,91,8,14,168,179,FALSE,FALSE
,95,7,15,168,179,FALSE,FALSE
,98,6,16,168,179,FALSE,FALSE
,99,5,17,168,179,FALSE,TRUE
,0,22,1,180,299,TRUE,FALSE
,0,21,2,180,299,FALSE,FALSE
,0,20,2,180,299,FALSE,FALSE
,1,19,3,180,299,FALSE,FALSE
,2,18,4,180,299,FALSE,FALSE
,5,17,5,180,299,FALSE,FALSE
,9,16,6,180,299,FALSE,FALSE
,16,15,7,180,299,FALSE,FALSE
,25,14,8,180,299,FALSE,FALSE
,37,13,9,180,299,FALSE,FALSE
,50,12,10,180,299,FALSE,FALSE
,63,11,11,180,299,FALSE,FALSE
,75,10,12,180,299,FALSE,FALSE
,84,9,13,180,299,FALSE,FALSE
,91,8,14,180,299,FALSE,FALSE
,95,7,15,180,299,FALSE,FALSE
,98,6,16,180,299,FALSE,FALSE
,99,5,17,180,299,FALSE,TRUE
