id,Percentile_Rank,Segmenting_Nonwords,Scaled_Score,Min_Months,Max_Months,is_max,is_min
,37,17,9,84,89,FALSE,FALSE
,50,18,10,84,89,FALSE,FALSE
,50,19,10,84,89,FALSE,FALSE
,63,20,11,84,89,FALSE,FALSE
,75,21,12,84,89,FALSE,FALSE
,75,22,12,84,89,FALSE,FALSE
,84,23,13,84,89,FALSE,FALSE
,84,24,13,84,89,FALSE,FALSE
,91,25,14,84,89,FALSE,FALSE
,95,26,15,84,89,FALSE,FALSE
,98,27,16,84,89,FALSE,FALSE
,99,28,17,84,89,FALSE,FALSE
,100,29,18,84,89,FALSE,FALSE
,100,30,19,84,89,FALSE,FALSE
,100,31,20,84,89,TRUE,FALSE
